tier,zone,npc_id,boss,item_id,item_name,slot,armor_type,quality,db_phase,url
T5,Serpentshrine Cavern,21214,Fathom-Lord Karathress,30100,Soul-Strider Boots,Feet,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30100
T5,Serpentshrine Cavern,21214,Fathom-Lord Karathress,30090,World Breaker,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=30090
T5,Serpentshrine Cavern,21216,Hydross the Unstable,33055,Band of Vile Aggression,Finger,,Epic,2,https://www.wowhead.com/tbc/item=33055
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30047,Blackfathom Warbands,Wrist,Mail,Epic,2,https://www.wowhead.com/tbc/item=30047
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30050,Boots of the Shifting Nightmare,Feet,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30050
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30048,Brighthelm of Justice,Head,Plate,Epic,2,https://www.wowhead.com/tbc/item=30048
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30049,Fathomstone,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=30049
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30051,Idol of the Crescent Goddess,Ranged,,Epic,2,https://www.wowhead.com/tbc/item=30051
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30664,Living Root of the Wildheart,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30664
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30053,Pauldrons of the Wardancer,Shoulder,Plate,Epic,2,https://www.wowhead.com/tbc/item=30053
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30054,Ranger-General's Chestguard,Chest,Mail,Epic,2,https://www.wowhead.com/tbc/item=30054
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30052,Ring of Lethality,Finger,,Epic,2,https://www.wowhead.com/tbc/item=30052
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30056,Robe of Hateful Echoes,Chest,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30056
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30629,Scarab of Displacement,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30629
T5,Serpentshrine Cavern,21216,Hydross the Unstable,30055,Shoulderpads of the Stranger,Shoulder,Leather,Epic,2,https://www.wowhead.com/tbc/item=30055
T5,Serpentshrine Cavern,21216,Hydross the Unstable,32516,Wraps of Purification,Wrist,Cloth,Epic,2,https://www.wowhead.com/tbc/item=32516
T5,Serpentshrine Cavern,21212,Lady Vashj,30106,Belt of One-Hundred Deaths,Waist,Leather,Epic,2,https://www.wowhead.com/tbc/item=30106
T5,Serpentshrine Cavern,21212,Lady Vashj,30104,Cobra-Lash Boots,Feet,Mail,Epic,2,https://www.wowhead.com/tbc/item=30104
T5,Serpentshrine Cavern,21212,Lady Vashj,30110,Coral Band of the Revived,Finger,,Epic,2,https://www.wowhead.com/tbc/item=30110
T5,Serpentshrine Cavern,21212,Lady Vashj,30103,Fang of Vashj,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=30103
T5,Serpentshrine Cavern,21212,Lady Vashj,30112,Glorious Gauntlets of Crestfall,Hands,Plate,Epic,2,https://www.wowhead.com/tbc/item=30112
T5,Serpentshrine Cavern,21212,Lady Vashj,30102,Krakken-Heart Breastplate,Chest,Plate,Epic,2,https://www.wowhead.com/tbc/item=30102
T5,Serpentshrine Cavern,21212,Lady Vashj,30108,Lightfathom Scepter,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=30108
T5,Serpentshrine Cavern,21212,Lady Vashj,30621,Prism of Inner Calm,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30621
T5,Serpentshrine Cavern,21212,Lady Vashj,30109,Ring of Endless Coils,Finger,,Epic,2,https://www.wowhead.com/tbc/item=30109
T5,Serpentshrine Cavern,21212,Lady Vashj,30111,Runetotem's Mantle,Shoulder,Leather,Epic,2,https://www.wowhead.com/tbc/item=30111
T5,Serpentshrine Cavern,21212,Lady Vashj,30105,Serpent Spine Longbow,Ranged,,Epic,2,https://www.wowhead.com/tbc/item=30105
T5,Serpentshrine Cavern,21212,Lady Vashj,30107,Vestments of the Sea-Witch,Chest,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30107
T5,Serpentshrine Cavern,21215,Leotheras the Blind,30097,Coral-Barbed Shoulderpads,Shoulder,Mail,Epic,2,https://www.wowhead.com/tbc/item=30097
T5,Serpentshrine Cavern,21215,Leotheras the Blind,30095,Fang of the Leviathan,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=30095
T5,Serpentshrine Cavern,21215,Leotheras the Blind,30096,Girdle of the Invulnerable,Waist,Plate,Epic,2,https://www.wowhead.com/tbc/item=30096
T5,Serpentshrine Cavern,21215,Leotheras the Blind,30092,Orca-Hide Boots,Feet,Leather,Epic,2,https://www.wowhead.com/tbc/item=30092
T5,Serpentshrine Cavern,21215,Leotheras the Blind,30091,True-Aim Stalker Bands,Wrist,Mail,Epic,2,https://www.wowhead.com/tbc/item=30091
T5,Serpentshrine Cavern,21215,Leotheras the Blind,30627,Tsunami Talisman,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30627
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,33058,Band of the Vigilant,Finger,,Epic,2,https://www.wowhead.com/tbc/item=33058
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30068,Girdle of the Tidal Call,Waist,Mail,Epic,2,https://www.wowhead.com/tbc/item=30068
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30075,Gnarled Chestpiece of the Ancients,Chest,Leather,Epic,2,https://www.wowhead.com/tbc/item=30075
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30079,Illidari Shoulderpads,Shoulder,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30079
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30080,Luminescent Rod of the Naaru,Ranged,,Epic,2,https://www.wowhead.com/tbc/item=30080
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30085,Mantle of the Tireless Tracker,Shoulder,Mail,Epic,2,https://www.wowhead.com/tbc/item=30085
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30084,Pauldrons of the Argent Sentinel,Shoulder,Plate,Epic,2,https://www.wowhead.com/tbc/item=30084
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30008,Pendant of the Lost Ages,Neck,,Epic,2,https://www.wowhead.com/tbc/item=30008
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30098,Razor-Scale Battlecloak,Back,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30098
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30083,Ring of Sundered Souls,Finger,,Epic,2,https://www.wowhead.com/tbc/item=30083
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30720,Serpent-Coil Braid,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30720
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30082,Talon of Azshara,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=30082
T5,Serpentshrine Cavern,21213,Morogrim Tidewalker,30081,Warboots of Obliteration,Feet,Plate,Epic,2,https://www.wowhead.com/tbc/item=30081
T5,Serpentshrine Cavern,21217,The Lurker Below,30061,Ancestral Ring of Conquest,Finger,,Epic,2,https://www.wowhead.com/tbc/item=30061
T5,Serpentshrine Cavern,21217,The Lurker Below,30060,Boots of Effortless Striking,Feet,Leather,Epic,2,https://www.wowhead.com/tbc/item=30060
T5,Serpentshrine Cavern,21217,The Lurker Below,30057,Bracers of Eradication,Wrist,Plate,Epic,2,https://www.wowhead.com/tbc/item=30057
T5,Serpentshrine Cavern,21217,The Lurker Below,30059,Choker of Animalistic Fury,Neck,,Epic,2,https://www.wowhead.com/tbc/item=30059
T5,Serpentshrine Cavern,21217,The Lurker Below,30064,Cord of Screaming Terrors,Waist,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30064
T5,Serpentshrine Cavern,21217,The Lurker Below,30665,Earring of Soulful Meditation,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30665
T5,Serpentshrine Cavern,21217,The Lurker Below,30065,Glowing Breastplate of Truth,Chest,Plate,Epic,2,https://www.wowhead.com/tbc/item=30065
T5,Serpentshrine Cavern,21217,The Lurker Below,30062,Grove-Bands of Remulos,Wrist,Leather,Epic,2,https://www.wowhead.com/tbc/item=30062
T5,Serpentshrine Cavern,21217,The Lurker Below,30063,Libram of Absolute Truth,Ranged,,Epic,2,https://www.wowhead.com/tbc/item=30063
T5,Serpentshrine Cavern,21217,The Lurker Below,30058,Mallet of the Tides,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=30058
T5,Serpentshrine Cavern,21217,The Lurker Below,30066,Tempest-Strider Boots,Feet,Mail,Epic,2,https://www.wowhead.com/tbc/item=30066
T5,Serpentshrine Cavern,21217,The Lurker Below,33054,The Seal of Danzalar,Finger,,Epic,2,https://www.wowhead.com/tbc/item=33054
T5,Serpentshrine Cavern,21217,The Lurker Below,30067,Velvet Boots of the Guardian,Feet,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30067
T5,Serpentshrine Cavern,,Trash / zone drop,30027,Boots of Courage Unending,Feet,Plate,Epic,2,https://www.wowhead.com/tbc/item=30027
T5,Serpentshrine Cavern,,Trash / zone drop,30022,Pendant of the Perilous,Neck,,Epic,2,https://www.wowhead.com/tbc/item=30022
T5,Serpentshrine Cavern,,Trash / zone drop,30025,Serpentshrine Shuriken,Ranged,,Epic,2,https://www.wowhead.com/tbc/item=30025
T5,Serpentshrine Cavern,,Trash / zone drop,30620,Spyglass of the Hidden Fleet,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30620
T5,Serpentshrine Cavern,,Trash / zone drop,30023,Totem of the Maelstrom,Ranged,,Epic,2,https://www.wowhead.com/tbc/item=30023
T5,Serpentshrine Cavern,,Trash / zone drop,30021,Wildfury Greatstaff,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=30021
T5,Tempest Keep,19514,Al'ar,29949,Arcanite Steam-Pistol,Ranged,,Epic,2,https://www.wowhead.com/tbc/item=29949
T5,Tempest Keep,19514,Al'ar,29922,Band of Al'ar,Finger,,Epic,2,https://www.wowhead.com/tbc/item=29922
T5,Tempest Keep,19514,Al'ar,29948,Claw of the Phoenix,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=29948
T5,Tempest Keep,19514,Al'ar,29921,Fire Crest Breastplate,Chest,Mail,Epic,2,https://www.wowhead.com/tbc/item=29921
T5,Tempest Keep,19514,Al'ar,29947,Gloves of the Searing Grip,Hands,Leather,Epic,2,https://www.wowhead.com/tbc/item=29947
T5,Tempest Keep,19514,Al'ar,29918,Mindstorm Wristbands,Wrist,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29918
T5,Tempest Keep,19514,Al'ar,29924,Netherbane,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=29924
T5,Tempest Keep,19514,Al'ar,29920,Phoenix-Ring of Rebirth,Finger,,Epic,2,https://www.wowhead.com/tbc/item=29920
T5,Tempest Keep,19514,Al'ar,29925,Phoenix-Wing Cloak,Back,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29925
T5,Tempest Keep,19514,Al'ar,29923,Talisman of the Sun King,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=29923
T5,Tempest Keep,19514,Al'ar,30448,Talon of Al'ar,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30448
T5,Tempest Keep,19514,Al'ar,32944,Talon of the Phoenix,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=32944
T5,Tempest Keep,19514,Al'ar,30447,Tome of Fiery Redemption,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30447
T5,Tempest Keep,18805,High Astromancer Solarian,32267,Boots of the Resilient,Feet,Plate,Epic,2,https://www.wowhead.com/tbc/item=32267
T5,Tempest Keep,18805,High Astromancer Solarian,29981,Ethereum Life-Staff,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=29981
T5,Tempest Keep,18805,High Astromancer Solarian,29965,Girdle of the Righteous Path,Waist,Plate,Epic,2,https://www.wowhead.com/tbc/item=29965
T5,Tempest Keep,18805,High Astromancer Solarian,29950,Greaves of the Bloodwarder,Legs,Plate,Epic,2,https://www.wowhead.com/tbc/item=29950
T5,Tempest Keep,18805,High Astromancer Solarian,29962,Heartrazor,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=29962
T5,Tempest Keep,18805,High Astromancer Solarian,30446,Solarian's Sapphire,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30446
T5,Tempest Keep,18805,High Astromancer Solarian,29977,Star-Soul Breeches,Legs,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29977
T5,Tempest Keep,18805,High Astromancer Solarian,29951,Star-Strider Boots,Feet,Mail,Epic,2,https://www.wowhead.com/tbc/item=29951
T5,Tempest Keep,18805,High Astromancer Solarian,29972,Trousers of the Astromancer,Legs,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29972
T5,Tempest Keep,18805,High Astromancer Solarian,29966,Vambraces of Ending,Wrist,Leather,Epic,2,https://www.wowhead.com/tbc/item=29966
T5,Tempest Keep,18805,High Astromancer Solarian,30449,Void Star Talisman,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30449
T5,Tempest Keep,18805,High Astromancer Solarian,29982,Wand of the Forgotten Star,Ranged,,Epic,2,https://www.wowhead.com/tbc/item=29982
T5,Tempest Keep,18805,High Astromancer Solarian,29976,Worldstorm Gauntlets,Hands,Mail,Epic,2,https://www.wowhead.com/tbc/item=29976
T5,Tempest Keep,19622,Kael'thas Sunstrider,29997,Band of the Ranger-General,Finger,,Epic,2,https://www.wowhead.com/tbc/item=29997
T5,Tempest Keep,19622,Kael'thas Sunstrider,29990,Crown of the Sun,Head,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29990
T5,Tempest Keep,19622,Kael'thas Sunstrider,29987,Gauntlets of the Sun King,Hands,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29987
T5,Tempest Keep,19622,Kael'thas Sunstrider,29995,Leggings of Murderous Intent,Legs,Leather,Epic,2,https://www.wowhead.com/tbc/item=29995
T5,Tempest Keep,19622,Kael'thas Sunstrider,29996,Rod of the Sun King,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=29996
T5,Tempest Keep,19622,Kael'thas Sunstrider,29992,Royal Cloak of the Sunstriders,Back,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29992
T5,Tempest Keep,19622,Kael'thas Sunstrider,29998,Royal Gauntlets of Silvermoon,Hands,Plate,Epic,2,https://www.wowhead.com/tbc/item=29998
T5,Tempest Keep,19622,Kael'thas Sunstrider,29991,Sunhawk Leggings,Legs,Mail,Epic,2,https://www.wowhead.com/tbc/item=29991
T5,Tempest Keep,19622,Kael'thas Sunstrider,29989,Sunshower Light Cloak,Back,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29989
T5,Tempest Keep,19622,Kael'thas Sunstrider,29994,Thalassian Wildercloak,Back,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29994
T5,Tempest Keep,19622,Kael'thas Sunstrider,29988,The Nexus Key,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=29988
T5,Tempest Keep,19622,Kael'thas Sunstrider,29993,Twinblade of the Phoenix,Weapon,,Epic,2,https://www.wowhead.com/tbc/item=29993
T5,Tempest Keep,,Trash / zone drop,30026,Bands of the Celestial Archer,Wrist,Mail,Epic,2,https://www.wowhead.com/tbc/item=30026
T5,Tempest Keep,,Trash / zone drop,30029,Bark-Gloves of Ancient Wisdom,Hands,Leather,Epic,2,https://www.wowhead.com/tbc/item=30029
T5,Tempest Keep,,Trash / zone drop,30317,Cosmic Infuser,Weapon,,Legendary,2,https://www.wowhead.com/tbc/item=30317
T5,Tempest Keep,,Trash / zone drop,30316,Devastation,Weapon,,Legendary,2,https://www.wowhead.com/tbc/item=30316
T5,Tempest Keep,,Trash / zone drop,30020,Fire-Cord of the Magus,Waist,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30020
T5,Tempest Keep,,Trash / zone drop,30030,Girdle of Fallen Stars,Waist,Mail,Epic,2,https://www.wowhead.com/tbc/item=30030
T5,Tempest Keep,,Trash / zone drop,30312,Infinity Blade,Weapon,,Legendary,2,https://www.wowhead.com/tbc/item=30312
T5,Tempest Keep,,Trash / zone drop,30024,Mantle of the Elven Kings,Shoulder,Cloth,Epic,2,https://www.wowhead.com/tbc/item=30024
T5,Tempest Keep,,Trash / zone drop,30318,Netherstrand Longbow,Ranged,,Legendary,2,https://www.wowhead.com/tbc/item=30318
T5,Tempest Keep,,Trash / zone drop,30314,Phaseshift Bulwark,Weapon,,Legendary,2,https://www.wowhead.com/tbc/item=30314
T5,Tempest Keep,,Trash / zone drop,30028,Seventh Ring of the Tirisfalen,Finger,,Epic,2,https://www.wowhead.com/tbc/item=30028
T5,Tempest Keep,,Trash / zone drop,30313,Staff of Disintegration,Weapon,,Legendary,2,https://www.wowhead.com/tbc/item=30313
T5,Tempest Keep,,Trash / zone drop,30311,Warp Slicer,Weapon,,Legendary,2,https://www.wowhead.com/tbc/item=30311
T5,Tempest Keep,19516,Void Reaver,29986,Cowl of the Grand Engineer,Head,Cloth,Epic,2,https://www.wowhead.com/tbc/item=29986
T5,Tempest Keep,19516,Void Reaver,30619,Fel Reaver's Piston,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30619
T5,Tempest Keep,19516,Void Reaver,29983,Fel-Steel Warhelm,Head,Plate,Epic,2,https://www.wowhead.com/tbc/item=29983
T5,Tempest Keep,19516,Void Reaver,29984,Girdle of Zaetar,Waist,Leather,Epic,2,https://www.wowhead.com/tbc/item=29984
T5,Tempest Keep,19516,Void Reaver,29985,Void Reaver Greaves,Legs,Mail,Epic,2,https://www.wowhead.com/tbc/item=29985
T5,Tempest Keep,19516,Void Reaver,30450,Warp-Spring Coil,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30450
T5,Tempest Keep,19516,Void Reaver,32515,Wristguards of Determination,Wrist,Plate,Epic,2,https://www.wowhead.com/tbc/item=32515
T6,Black Temple,22948,Gurtogg Bloodboil,32339,Belt of Primal Majesty,Waist,Leather,Epic,3,https://www.wowhead.com/tbc/item=32339
T6,Black Temple,22948,Gurtogg Bloodboil,32338,Blood-cursed Shoulderpads,Shoulder,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32338
T6,Black Temple,22948,Gurtogg Bloodboil,32340,Garments of Temperance,Chest,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32340
T6,Black Temple,22948,Gurtogg Bloodboil,32342,Girdle of Mighty Resolve,Waist,Plate,Epic,3,https://www.wowhead.com/tbc/item=32342
T6,Black Temple,22948,Gurtogg Bloodboil,32333,Girdle of Stability,Waist,Plate,Epic,3,https://www.wowhead.com/tbc/item=32333
T6,Black Temple,22948,Gurtogg Bloodboil,32341,Leggings of Divine Retribution,Legs,Plate,Epic,3,https://www.wowhead.com/tbc/item=32341
T6,Black Temple,22948,Gurtogg Bloodboil,32269,Messenger of Fate,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32269
T6,Black Temple,22948,Gurtogg Bloodboil,32501,Shadowmoon Insignia,Trinket,,Epic,3,https://www.wowhead.com/tbc/item=32501
T6,Black Temple,22948,Gurtogg Bloodboil,32337,Shroud of Forgiveness,Back,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32337
T6,Black Temple,22948,Gurtogg Bloodboil,32344,Staff of Immaculate Recovery,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32344
T6,Black Temple,22948,Gurtogg Bloodboil,32335,Unstoppable Aggressor's Ring,Finger,,Epic,3,https://www.wowhead.com/tbc/item=32335
T6,Black Temple,22948,Gurtogg Bloodboil,32334,Vest of Mounting Assault,Chest,Mail,Epic,3,https://www.wowhead.com/tbc/item=32334
T6,Black Temple,22948,Gurtogg Bloodboil,32343,Wand of Prismatic Focus,Ranged,,Epic,3,https://www.wowhead.com/tbc/item=32343
T6,Black Temple,22887,High Warlord Naj'entus,32242,Boots of Oceanic Fury,Feet,Mail,Epic,3,https://www.wowhead.com/tbc/item=32242
T6,Black Temple,22887,High Warlord Naj'entus,32232,Eternium Shell Bracers,Wrist,Plate,Epic,3,https://www.wowhead.com/tbc/item=32232
T6,Black Temple,22887,High Warlord Naj'entus,32234,Fists of Mukoa,Hands,Mail,Epic,3,https://www.wowhead.com/tbc/item=32234
T6,Black Temple,22887,High Warlord Naj'entus,32240,Guise of the Tidal Lurker,Head,Leather,Epic,3,https://www.wowhead.com/tbc/item=32240
T6,Black Temple,22887,High Warlord Naj'entus,32248,Halberd of Desolation,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32248
T6,Black Temple,22887,High Warlord Naj'entus,32241,Helm of Soothing Currents,Head,Mail,Epic,3,https://www.wowhead.com/tbc/item=32241
T6,Black Temple,22887,High Warlord Naj'entus,32377,Mantle of Darkness,Shoulder,Leather,Epic,3,https://www.wowhead.com/tbc/item=32377
T6,Black Temple,22887,High Warlord Naj'entus,32243,Pearl Inlaid Boots,Feet,Plate,Epic,3,https://www.wowhead.com/tbc/item=32243
T6,Black Temple,22887,High Warlord Naj'entus,32238,Ring of Calming Waves,Finger,,Epic,3,https://www.wowhead.com/tbc/item=32238
T6,Black Temple,22887,High Warlord Naj'entus,32247,Ring of Captured Storms,Finger,,Epic,3,https://www.wowhead.com/tbc/item=32247
T6,Black Temple,22887,High Warlord Naj'entus,32236,Rising Tide,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32236
T6,Black Temple,22887,High Warlord Naj'entus,32239,Slippers of the Seacaller,Feet,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32239
T6,Black Temple,22887,High Warlord Naj'entus,32237,The Maelstrom's Fury,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32237
T6,Black Temple,22887,High Warlord Naj'entus,32245,Tide-stomper's Greaves,Feet,Plate,Epic,3,https://www.wowhead.com/tbc/item=32245
T6,Black Temple,22917,Illidan Stormrage,32336,Black Bow of the Betrayer,Ranged,,Epic,3,https://www.wowhead.com/tbc/item=32336
T6,Black Temple,22917,Illidan Stormrage,32375,Bulwark of Azzinoth,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32375
T6,Black Temple,22917,Illidan Stormrage,32525,Cowl of the Illidari High Lord,Head,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32525
T6,Black Temple,22917,Illidan Stormrage,32500,Crystal Spire of Karabor,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32500
T6,Black Temple,22917,Illidan Stormrage,32235,Cursed Vision of Sargeras,Head,Leather,Epic,3,https://www.wowhead.com/tbc/item=32235
T6,Black Temple,22917,Illidan Stormrage,32521,Faceplate of the Impenetrable,Head,Plate,Epic,3,https://www.wowhead.com/tbc/item=32521
T6,Black Temple,22917,Illidan Stormrage,32496,Memento of Tyrande,Trinket,,Epic,3,https://www.wowhead.com/tbc/item=32496
T6,Black Temple,22917,Illidan Stormrage,32471,Shard of Azzinoth,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32471
T6,Black Temple,22917,Illidan Stormrage,32524,Shroud of the Highborne,Back,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32524
T6,Black Temple,22917,Illidan Stormrage,32497,Stormrage Signet Ring,Finger,,Epic,3,https://www.wowhead.com/tbc/item=32497
T6,Black Temple,22917,Illidan Stormrage,32483,The Skull of Gul'dan,Trinket,,Epic,3,https://www.wowhead.com/tbc/item=32483
T6,Black Temple,22917,Illidan Stormrage,32837,Warglaive of Azzinoth,Weapon,,Legendary,3,https://www.wowhead.com/tbc/item=32837
T6,Black Temple,22917,Illidan Stormrage,32838,Warglaive of Azzinoth,Weapon,,Legendary,3,https://www.wowhead.com/tbc/item=32838
T6,Black Temple,22917,Illidan Stormrage,32374,"Zhar'doom, Greatstaff of the Devourer",Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32374
T6,Black Temple,22947,Mother Shahraz,32369,Blade of Savagery,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32369
T6,Black Temple,22947,Mother Shahraz,32365,Heartshatter Breastplate,Chest,Plate,Epic,3,https://www.wowhead.com/tbc/item=32365
T6,Black Temple,22947,Mother Shahraz,32367,Leggings of Devastation,Legs,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32367
T6,Black Temple,22947,Mother Shahraz,32370,Nadina's Pendant of Purity,Neck,,Epic,3,https://www.wowhead.com/tbc/item=32370
T6,Black Temple,22947,Mother Shahraz,32366,Shadowmaster's Boots,Feet,Leather,Epic,3,https://www.wowhead.com/tbc/item=32366
T6,Black Temple,22947,Mother Shahraz,32368,Tome of the Lightbringer,Ranged,,Epic,3,https://www.wowhead.com/tbc/item=32368
T6,Black Temple,22856,Reliquary of Souls,32346,Boneweave Girdle,Waist,Mail,Epic,3,https://www.wowhead.com/tbc/item=32346
T6,Black Temple,22856,Reliquary of Souls,32354,Crown of Empowered Fate,Head,Plate,Epic,3,https://www.wowhead.com/tbc/item=32354
T6,Black Temple,22856,Reliquary of Souls,32345,Dreadboots of the Legion,Feet,Plate,Epic,3,https://www.wowhead.com/tbc/item=32345
T6,Black Temple,22856,Reliquary of Souls,32351,Elunite Empowered Bracers,Wrist,Leather,Epic,3,https://www.wowhead.com/tbc/item=32351
T6,Black Temple,22856,Reliquary of Souls,32353,Gloves of Unfailing Faith,Hands,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32353
T6,Black Temple,22856,Reliquary of Souls,32347,Grips of Damnation,Hands,Leather,Epic,3,https://www.wowhead.com/tbc/item=32347
T6,Black Temple,22856,Reliquary of Souls,32363,Naaru-Blessed Life Rod,Ranged,,Epic,3,https://www.wowhead.com/tbc/item=32363
T6,Black Temple,22856,Reliquary of Souls,32352,Naturewarden's Treads,Feet,Leather,Epic,3,https://www.wowhead.com/tbc/item=32352
T6,Black Temple,22856,Reliquary of Souls,32362,Pendant of Titans,Neck,,Epic,3,https://www.wowhead.com/tbc/item=32362
T6,Black Temple,22856,Reliquary of Souls,32517,The Wavemender's Mantle,Shoulder,Mail,Epic,3,https://www.wowhead.com/tbc/item=32517
T6,Black Temple,22856,Reliquary of Souls,32332,Torch of the Damned,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32332
T6,Black Temple,22856,Reliquary of Souls,32350,Touch of Inspiration,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32350
T6,Black Temple,22856,Reliquary of Souls,32349,Translucent Spellthread Necklace,Neck,,Epic,3,https://www.wowhead.com/tbc/item=32349
T6,Black Temple,22841,Shade of Akama,32273,Amice of Brilliant Light,Shoulder,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32273
T6,Black Temple,22841,Shade of Akama,32361,Blind-Seers Icon,Weapon,,Epic,3,https://www.wowhead.com/tbc/item=32361
T6,Black Temple,22841,Shade of Akama,32276,Flashfire Girdle,Waist,Mail,Epic,3,https://www.wowhead.com/tbc/item=32276
T6,Black Temple,22841,Shade of Akama,32270,Focused Mana Bindings,Wrist,Cloth,Epic,3,https://www.wowhead.com/tbc/item=32270
T6,Black Temple,22841,Shade of Akama,32278,Grips of Silent Justice,Hands,Plate,Epic,3,https://www.wowhead.com/tbc/item=32278
T6,Black Temple,22841,Shade of Akama,32271,Kilt of Immortal Nature,Legs,Leather,Epic,3,https://www.wowhead.com/tbc/item=32271
T6,Black Temple,22841,Shade of Akama,32268,Myrmidon's Treads,Feet,Plate,Epic,3,https://www.wowhead.com/tbc/item=32268
T6,Black Temple,22841,Shade of Akama,32263,Praetorian's Legguards,Legs,Plate,Epic,3,https://www.wowhead.com/tbc/item=32263
