item_id,item_name,slug,channel,video_id,start_seconds,end_seconds,mentions,ambiguous,matched_by,cite_url
30061,Ancestral Ring of Conquest,jambrosay-ret-paladin-p3-p4-loot,Jambrosay,HeiHo9Uqjho,614,703,2,no,name,https://www.youtube.com/watch?v=HeiHo9Uqjho&t=614s
30067,Velvet Boots of the Guardian,fearstreet-arcane-mage-p3-bis,Fearstreet 528,CRRwWdMbacQ,76,141,1,no,name,https://www.youtube.com/watch?v=CRRwWdMbacQ&t=76s
30083,Ring of Sundered Souls,jurdi-phase-3-preparation-guide,Jurdi,ucwiZkg3eCA,517,582,1,no,name,https://www.youtube.com/watch?v=ucwiZkg3eCA&t=517s
30084,Pauldrons of the Argent Sentinel,costin-holy-paladin-top-5-t5-items,Costin Gaming,Ko-mq1NP_jk,779,844,1,no,name,https://www.youtube.com/watch?v=Ko-mq1NP_jk&t=779s
30092,Orca-Hide Boots,nohitjerome-resto-druid-bis-phase-3,NOHITJEROME,8R9T2zfvRs4,1192,1257,1,no,name,https://www.youtube.com/watch?v=8R9T2zfvRs4&t=1192s
30095,Fang of the Leviathan,jurdi-phase-3-preparation-guide,Jurdi,ucwiZkg3eCA,578,643,1,no,name,https://www.youtube.com/watch?v=ucwiZkg3eCA&t=578s
30100,Soul-Strider Boots,nohitjerome-resto-druid-bis-phase-3,NOHITJEROME,8R9T2zfvRs4,1194,1259,1,no,name,https://www.youtube.com/watch?v=8R9T2zfvRs4&t=1194s
30104,Cobra-Lash Boots,jambrosay-ret-paladin-p3-p4-loot,Jambrosay,HeiHo9Uqjho,568,633,1,no,name,https://www.youtube.com/watch?v=HeiHo9Uqjho&t=568s
30105,Serpent Spine Longbow,anker64-fury-warrior-p3-bis,Anker_64,U_Cd8uy07vw,2487,2552,1,no,name,https://www.youtube.com/watch?v=U_Cd8uy07vw&t=2487s
30110,Coral Band of the Revived,nohitjerome-resto-druid-bis-phase-3,NOHITJEROME,8R9T2zfvRs4,1583,1705,4,yes,alias,https://www.youtube.com/watch?v=8R9T2zfvRs4&t=1583s
30110,Coral Band of the Revived,nohitjerome-resto-druid-bis-phase-3,NOHITJEROME,8R9T2zfvRs4,1769,1834,1,yes,alias,https://www.youtube.com/watch?v=8R9T2zfvRs4&t=1769s
30112,Glorious Gauntlets of Crestfall,costin-holy-paladin-top-5-t5-items,Costin Gaming,Ko-mq1NP_jk,903,968,1,no,name,https://www.youtube.com/watch?v=Ko-mq1NP_jk&t=903s
30190,Cataclysm Helm,darkest-enhancement-shaman-t6-bis,Darkest_TV,2d-1x_z7NdE,49,114,1,no,name,https://www.youtube.com/watch?v=2d-1x_z7NdE&t=49s
30316,Devastation,blayst-ret-paladin-p3-p4-bis,TheRealBlayst,N3aQ2v1KAxI,391,456,1,yes,name,https://www.youtube.com/watch?v=N3aQ2v1KAxI&t=391s
30316,Devastation,crix-warlock-p3-t6-gearing,Crix,NI2xuOP6aZE,445,510,1,yes,name,https://www.youtube.com/watch?v=NI2xuOP6aZE&t=445s
30316,Devastation,jambrosay-arms-warrior-p3-p4-loot,Jambrosay,sPikzqMJKUk,562,627,1,yes,name,https://www.youtube.com/watch?v=sPikzqMJKUk&t=562s
30316,Devastation,jambrosay-bm-hunter-p3-p4-loot,Jambrosay,VpQyyTCc89M,620,685,1,yes,name,https://www.youtube.com/watch?v=VpQyyTCc89M&t=620s
30316,Devastation,jambrosay-ret-paladin-p3-p4-loot,Jambrosay,HeiHo9Uqjho,624,689,1,yes,name,https://www.youtube.com/watch?v=HeiHo9Uqjho&t=624s
30316,Devastation,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,1272,1337,1,yes,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=1272s
30316,Devastation,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,4391,4456,1,yes,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=4391s
30316,Devastation,marrow-fury-warrior-p3-bis-prio,Marrow,STxvv_E7r-Y,1033,1098,1,yes,name,https://www.youtube.com/watch?v=STxvv_E7r-Y&t=1033s
30316,Devastation,sanmedina-shadowbolt-destruction-warlock,Sanmedina,zuccFUbo7fs,51,116,1,yes,name,https://www.youtube.com/watch?v=zuccFUbo7fs&t=51s
30316,Devastation,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,2427,2492,1,yes,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=2427s
30450,Warp-Spring Coil,simonize-rogue-p3-p4-bis,SimonizeShow,LlksG4eBm2c,402,467,1,no,name,https://www.youtube.com/watch?v=LlksG4eBm2c&t=402s
30450,Warp-Spring Coil,zatar-tier-6-rogue-item-priority,Zatar (Classic Wow Builds),L5AXKvQgWy8,1022,1144,2,no,name,https://www.youtube.com/watch?v=L5AXKvQgWy8&t=1022s
30627,Tsunami Talisman,anker64-fury-warrior-p3-bis,Anker_64,U_Cd8uy07vw,1187,1252,1,no,name,https://www.youtube.com/watch?v=U_Cd8uy07vw&t=1187s
30627,Tsunami Talisman,anker64-fury-warrior-p3-bis,Anker_64,U_Cd8uy07vw,2450,2518,2,no,name,https://www.youtube.com/watch?v=U_Cd8uy07vw&t=2450s
30627,Tsunami Talisman,darkest-enhancement-shaman-t6-bis,Darkest_TV,2d-1x_z7NdE,470,554,3,no,name,https://www.youtube.com/watch?v=2d-1x_z7NdE&t=470s
30627,Tsunami Talisman,gandii-arms-warrior-black-temple-gearing,Gandii_warrior,kR9BpYJ2OTM,687,783,2,no,name,https://www.youtube.com/watch?v=kR9BpYJ2OTM&t=687s
30627,Tsunami Talisman,jambrosay-feral-druid-p3-p4-loot,Jambrosay,88I8chIOGIg,658,723,1,no,name,https://www.youtube.com/watch?v=88I8chIOGIg&t=658s
30627,Tsunami Talisman,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,7391,7456,1,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=7391s
30627,Tsunami Talisman,marrow-fury-warrior-p3-bis-prio,Marrow,STxvv_E7r-Y,179,244,1,no,name,https://www.youtube.com/watch?v=STxvv_E7r-Y&t=179s
30627,Tsunami Talisman,marrow-fury-warrior-p3-bis-prio,Marrow,STxvv_E7r-Y,832,1007,3,no,name,https://www.youtube.com/watch?v=STxvv_E7r-Y&t=832s
30627,Tsunami Talisman,marrow-fury-warrior-p3-bis-prio,Marrow,STxvv_E7r-Y,1091,1156,1,no,name,https://www.youtube.com/watch?v=STxvv_E7r-Y&t=1091s
30627,Tsunami Talisman,warriortsw-prot-warrior-t6-bis,WarriorTSW,UtlTgvE_vvA,2151,2216,1,no,name,https://www.youtube.com/watch?v=UtlTgvE_vvA&t=2151s
30834,Shapeshifter's Signet,blayst-ret-paladin-p3-p4-bis,TheRealBlayst,N3aQ2v1KAxI,384,449,1,no,name,https://www.youtube.com/watch?v=N3aQ2v1KAxI&t=384s
30834,Shapeshifter's Signet,scottejaye-feral-tank-guide-everything,Scottejaye,uh4qIVbt9UA,2306,2371,1,no,name,https://www.youtube.com/watch?v=uh4qIVbt9UA&t=2306s
30834,Shapeshifter's Signet,warriortsw-prot-warrior-t6-bis,WarriorTSW,UtlTgvE_vvA,1302,1367,1,no,name,https://www.youtube.com/watch?v=UtlTgvE_vvA&t=1302s
30861,Furious Shackles,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,242,307,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=242s
30861,Furious Shackles,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,4874,4939,1,no,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=4874s
30862,Blessed Adamantite Bracers,slesh-heart-of-darkness-craft,Slesh,5OW2z-FJI4Y,217,282,1,no,name,https://www.youtube.com/watch?v=5OW2z-FJI4Y&t=217s
30863,Deadly Cuffs,anker64-fury-warrior-p3-bis,Anker_64,U_Cd8uy07vw,694,796,2,no,name,https://www.youtube.com/watch?v=U_Cd8uy07vw&t=694s
30863,Deadly Cuffs,darkest-enhancement-shaman-t6-bis,Darkest_TV,2d-1x_z7NdE,129,214,2,no,name,https://www.youtube.com/watch?v=2d-1x_z7NdE&t=129s
30863,Deadly Cuffs,gandii-arms-warrior-black-temple-gearing,Gandii_warrior,kR9BpYJ2OTM,381,446,1,no,name,https://www.youtube.com/watch?v=kR9BpYJ2OTM&t=381s
30863,Deadly Cuffs,griftin-feral-druid-p3-loot-guide,Griftin,Flgbx9eII7U,129,194,1,no,name,https://www.youtube.com/watch?v=Flgbx9eII7U&t=129s
30863,Deadly Cuffs,jambrosay-arms-warrior-p3-p4-loot,Jambrosay,sPikzqMJKUk,312,405,2,no,name,https://www.youtube.com/watch?v=sPikzqMJKUk&t=312s
30863,Deadly Cuffs,jambrosay-feral-druid-p3-p4-loot,Jambrosay,88I8chIOGIg,403,468,1,no,name,https://www.youtube.com/watch?v=88I8chIOGIg&t=403s
30863,Deadly Cuffs,jambrosay-feral-druid-p3-p4-loot,Jambrosay,88I8chIOGIg,762,827,1,no,name,https://www.youtube.com/watch?v=88I8chIOGIg&t=762s
30863,Deadly Cuffs,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,1250,1340,3,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=1250s
30863,Deadly Cuffs,marrow-fury-warrior-p3-bis-prio,Marrow,STxvv_E7r-Y,469,534,1,no,name,https://www.youtube.com/watch?v=STxvv_E7r-Y&t=469s
30863,Deadly Cuffs,marrow-fury-warrior-p3-bis-prio,Marrow,STxvv_E7r-Y,1073,1138,1,no,name,https://www.youtube.com/watch?v=STxvv_E7r-Y&t=1073s
30863,Deadly Cuffs,slesh-heart-of-darkness-craft,Slesh,5OW2z-FJI4Y,503,594,2,no,name,https://www.youtube.com/watch?v=5OW2z-FJI4Y&t=503s
30863,Deadly Cuffs,veramos-survival-hunter-p3-bis-prio,Veramos Gaming,yqQagrZrgos,315,380,1,no,name,https://www.youtube.com/watch?v=yqQagrZrgos&t=315s
30863,Deadly Cuffs,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,1655,1720,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=1655s
30863,Deadly Cuffs,zatar-tier-6-rogue-item-priority,Zatar (Classic Wow Builds),L5AXKvQgWy8,318,383,1,no,name,https://www.youtube.com/watch?v=L5AXKvQgWy8&t=318s
30864,Bracers of the Pathfinder,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,1707,1772,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=1707s
30865,Tracker's Blade,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,284,349,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=284s
30865,Tracker's Blade,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,4872,4937,1,no,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=4872s
30866,Blood-stained Pauldrons,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,218,283,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=218s
30868,Rejuvenating Bracers,nohitjerome-resto-druid-bis-phase-3,NOHITJEROME,8R9T2zfvRs4,827,934,2,no,name,https://www.youtube.com/watch?v=8R9T2zfvRs4&t=827s
30868,Rejuvenating Bracers,nohitjerome-resto-druid-bis-phase-3,NOHITJEROME,8R9T2zfvRs4,1527,1592,1,no,name,https://www.youtube.com/watch?v=8R9T2zfvRs4&t=1527s
30868,Rejuvenating Bracers,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,1691,1762,2,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=1691s
30869,Howling Wind Bracers,slesh-heart-of-darkness-craft,Slesh,5OW2z-FJI4Y,219,284,1,no,name,https://www.youtube.com/watch?v=5OW2z-FJI4Y&t=219s
30870,Cuffs of Devastation,classic-gho-balance-druid-p3-bis,Classic Gho,sc_yD4KJAYQ,235,300,1,no,name,https://www.youtube.com/watch?v=sc_yD4KJAYQ&t=235s
30870,Cuffs of Devastation,crix-warlock-p3-t6-gearing,Crix,NI2xuOP6aZE,377,442,1,no,name,https://www.youtube.com/watch?v=NI2xuOP6aZE&t=377s
30870,Cuffs of Devastation,fearstreet-arcane-mage-p3-bis,Fearstreet 528,CRRwWdMbacQ,31,96,1,no,name,https://www.youtube.com/watch?v=CRRwWdMbacQ&t=31s
30870,Cuffs of Devastation,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,1039,1104,1,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=1039s
30870,Cuffs of Devastation,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,92,157,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=92s
30870,Cuffs of Devastation,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,4882,4979,2,no,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=4882s
30870,Cuffs of Devastation,slesh-heart-of-darkness-craft,Slesh,5OW2z-FJI4Y,195,260,1,no,name,https://www.youtube.com/watch?v=5OW2z-FJI4Y&t=195s
30870,Cuffs of Devastation,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,1605,1670,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=1605s
30871,Bracers of Martyrdom,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,1519,1584,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=1519s
30872,Chronicle of Dark Secrets,crix-warlock-how-to-gear-for-t6,Crix,2Uxcxsmj4jI,469,534,1,yes,alias,https://www.youtube.com/watch?v=2Uxcxsmj4jI&t=469s
30872,Chronicle of Dark Secrets,crix-warlock-p3-t6-gearing,Crix,NI2xuOP6aZE,879,957,4,yes,alias,https://www.youtube.com/watch?v=NI2xuOP6aZE&t=879s
30872,Chronicle of Dark Secrets,crix-warlock-top-5-wishlist-p3,Crix,KCbIefch44E,208,273,1,yes,alias,https://www.youtube.com/watch?v=KCbIefch44E&t=208s
30872,Chronicle of Dark Secrets,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,291,414,3,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=291s
30872,Chronicle of Dark Secrets,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,2109,2174,1,yes,alias,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=2109s
30872,Chronicle of Dark Secrets,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,2341,2406,1,yes,alias,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=2341s
30872,Chronicle of Dark Secrets,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,4854,4919,1,no,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=4854s
30872,Chronicle of Dark Secrets,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,5687,5801,2,yes,alias,https://www.youtube.com/watch?v=DnDtULWZU4w&t=5687s
30872,Chronicle of Dark Secrets,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,1843,1908,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=1843s
30873,Stillwater Boots,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,204,269,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=204s
30873,Stillwater Boots,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,1755,1820,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=1755s
30878,Glimmering Steel Mantle,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,579,644,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=579s
30878,Glimmering Steel Mantle,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2200,2265,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2200s
30879,Don Alejandro's Money Belt,sarthe-hunter-t6-bis-loot-prio,Sarthe,GDDl91PROlY,400,465,1,no,name,https://www.youtube.com/watch?v=GDDl91PROlY&t=400s
30879,Don Alejandro's Money Belt,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,3856,3921,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=3856s
30879,Don Alejandro's Money Belt,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2066,2131,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2066s
30881,Blade of Infamy,anker64-fury-warrior-p3-bis,Anker_64,U_Cd8uy07vw,2191,2256,1,no,name,https://www.youtube.com/watch?v=U_Cd8uy07vw&t=2191s
30881,Blade of Infamy,jambrosay-bm-hunter-p3-p4-loot,Jambrosay,VpQyyTCc89M,759,824,1,no,name,https://www.youtube.com/watch?v=VpQyyTCc89M&t=759s
30881,Blade of Infamy,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,2104,2266,2,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=2104s
30881,Blade of Infamy,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,609,674,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=609s
30881,Blade of Infamy,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,1326,1391,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=1326s
30881,Blade of Infamy,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,4916,4981,1,no,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=4916s
30881,Blade of Infamy,sarthe-hunter-t6-bis-loot-prio,Sarthe,GDDl91PROlY,373,438,1,no,name,https://www.youtube.com/watch?v=GDDl91PROlY&t=373s
30881,Blade of Infamy,simonize-rogue-p3-p4-bis,SimonizeShow,LlksG4eBm2c,476,553,2,no,name,https://www.youtube.com/watch?v=LlksG4eBm2c&t=476s
30881,Blade of Infamy,veramos-survival-hunter-p3-bis-prio,Veramos Gaming,yqQagrZrgos,106,171,1,no,name,https://www.youtube.com/watch?v=yqQagrZrgos&t=106s
30881,Blade of Infamy,veramos-survival-hunter-p3-bis-prio,Veramos Gaming,yqQagrZrgos,554,619,1,no,name,https://www.youtube.com/watch?v=yqQagrZrgos&t=554s
30881,Blade of Infamy,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2265,2369,2,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2265s
30882,Bastion of Light,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,655,720,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=655s
30882,Bastion of Light,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2415,2480,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2415s
30883,Pillar of Ferocity,griftin-feral-druid-p3-loot-guide,Griftin,Flgbx9eII7U,147,212,1,no,name,https://www.youtube.com/watch?v=Flgbx9eII7U&t=147s
30883,Pillar of Ferocity,griftin-feral-my-phase-3-gear-list,Griftin,OchPhmK-7vE,243,308,1,no,name,https://www.youtube.com/watch?v=OchPhmK-7vE&t=243s
30883,Pillar of Ferocity,griftin-feral-season-2-mace-bis,Griftin,a0LdmAafzUU,0,244,5,no,name,https://www.youtube.com/watch?v=a0LdmAafzUU&t=0s
30883,Pillar of Ferocity,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,648,713,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=648s
30883,Pillar of Ferocity,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,4923,4988,1,no,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=4923s
30883,Pillar of Ferocity,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2391,2456,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2391s
30886,Enchanted Leather Sandals,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,1871,1936,1,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=1871s
30886,Enchanted Leather Sandals,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,526,591,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=526s
30886,Enchanted Leather Sandals,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2161,2226,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2161s
30887,Golden Links of Restoration,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,1908,1973,1,yes,alias,https://www.youtube.com/watch?v=DoaTSCCprtM&t=1908s
30888,Anetheron's Noose,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,1955,2020,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=1955s
30889,Kaz'rogal's Hardened Heart,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2904,2969,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2904s
30891,Black Featherlight Boots,griftin-feral-druid-p3-loot-guide,Griftin,Flgbx9eII7U,196,275,2,no,name,https://www.youtube.com/watch?v=Flgbx9eII7U&t=196s
30891,Black Featherlight Boots,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,2557,2622,1,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=2557s
30893,Sun-touched Chain Leggings,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,1095,1160,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=1095s
30894,Blue Suede Shoes,classic-gho-balance-druid-p3-bis,Classic Gho,sc_yD4KJAYQ,380,445,1,no,name,https://www.youtube.com/watch?v=sc_yD4KJAYQ&t=380s
30894,Blue Suede Shoes,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,2398,2463,1,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=2398s
30894,Blue Suede Shoes,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,991,1056,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=991s
30894,Blue Suede Shoes,subtlefw-prot-paladin-p3-bis,SubtleFW,ZVALsT8eZOQ,728,793,1,no,name,https://www.youtube.com/watch?v=ZVALsT8eZOQ&t=728s
30894,Blue Suede Shoes,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,1121,1186,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=1121s
30894,Blue Suede Shoes,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2577,2642,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2577s
30895,Angelista's Sash,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2448,2513,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2448s
30896,Glory of the Defender,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,1310,1375,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=1310s
30896,Glory of the Defender,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,3026,3091,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=3026s
30897,Girdle of Hope,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,3066,3131,1,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=3066s
30898,Shady Dealer's Pantaloons,darkest-enhancement-shaman-t6-bis,Darkest_TV,2d-1x_z7NdE,364,429,1,no,name,https://www.youtube.com/watch?v=2d-1x_z7NdE&t=364s
30898,Shady Dealer's Pantaloons,griftin-feral-druid-p3-loot-guide,Griftin,Flgbx9eII7U,249,314,1,no,name,https://www.youtube.com/watch?v=Flgbx9eII7U&t=249s
30898,Shady Dealer's Pantaloons,jambrosay-feral-druid-p3-p4-loot,Jambrosay,88I8chIOGIg,487,552,1,no,name,https://www.youtube.com/watch?v=88I8chIOGIg&t=487s
30898,Shady Dealer's Pantaloons,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,2856,2921,1,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=2856s
30898,Shady Dealer's Pantaloons,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,1242,1307,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=1242s
30898,Shady Dealer's Pantaloons,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,5105,5170,1,no,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=5105s
30898,Shady Dealer's Pantaloons,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2931,2996,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2931s
30899,Don Rodrigo's Poncho,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2927,2992,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2927s
30900,Bow-stitched Leggings,blayst-ret-paladin-p3-p4-bis,TheRealBlayst,N3aQ2v1KAxI,293,358,1,no,name,https://www.youtube.com/watch?v=N3aQ2v1KAxI&t=293s
30900,Bow-stitched Leggings,slesh-who-should-get-tier-6-first,Slesh,U80HNYSuH_s,320,385,1,no,name,https://www.youtube.com/watch?v=U80HNYSuH_s&t=320s
30900,Bow-stitched Leggings,slesh-who-should-get-tier-6-first,Slesh,U80HNYSuH_s,656,721,1,no,name,https://www.youtube.com/watch?v=U80HNYSuH_s&t=656s
30900,Bow-stitched Leggings,veramos-survival-hunter-p3-bis-prio,Veramos Gaming,yqQagrZrgos,594,659,1,no,name,https://www.youtube.com/watch?v=yqQagrZrgos&t=594s
30901,Boundless Agony,jambrosay-bm-hunter-p3-p4-loot,Jambrosay,VpQyyTCc89M,746,811,1,no,name,https://www.youtube.com/watch?v=VpQyyTCc89M&t=746s
30901,Boundless Agony,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,1322,1387,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=1322s
30901,Boundless Agony,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,5376,5441,1,no,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=5376s
30901,Boundless Agony,sarthe-full-bt-hyjal-loot-prio,Sarthe,DnDtULWZU4w,5498,5563,1,no,name,https://www.youtube.com/watch?v=DnDtULWZU4w&t=5498s
30901,Boundless Agony,sarthe-hunter-t6-bis-loot-prio,Sarthe,GDDl91PROlY,371,436,1,no,name,https://www.youtube.com/watch?v=GDDl91PROlY&t=371s
30902,Cataclysm's Edge,blayst-ret-paladin-p3-p4-bis,TheRealBlayst,N3aQ2v1KAxI,512,577,1,no,name,https://www.youtube.com/watch?v=N3aQ2v1KAxI&t=512s
30902,Cataclysm's Edge,jambrosay-arms-warrior-p3-p4-loot,Jambrosay,sPikzqMJKUk,625,767,2,no,name,https://www.youtube.com/watch?v=sPikzqMJKUk&t=625s
