item_id,tier,source,source_note,name,icon,slot,armor_type,hand_type,weapon_type,ranged_weapon_type,set_name,class_allowlist,has_effect,sockets,socket_bonus,weapon_min,weapon_max,weapon_speed,url,strength,agility,stamina,intellect,healing_power,spell_damage,arcane_damage,fire_damage,frost_damage,holy_damage,nature_damage,shadow_damage,spell_hit,spell_crit,spell_haste,spell_pen,spirit,attack_power,ranged_attack_power,feral_attack_power,melee_hit,melee_crit,melee_haste,armor_pen,expertise,defense,block_rating,block_value,dodge,parry,resilience,armor,bonus_armor
28649,T4,raid_drop,,Garona's Signet Ring,inv_jewelry_ring_47,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28649,,20,25,,,,,,,,,,,,,,,40,40,,18,,,,,,,,,,,,
28652,T4,raid_drop,,Cincture of Will,inv_belt_08,Waist,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28652,,,24,28,59,20,,,,,,,,,,,25,,,,,,,,,,,,,,,109,
28653,T4,raid_drop,,Shadowvine Cloak of Infusion,inv_misc_cape_05,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28653,,,,21,,,,,,,,,,,,,22,,,,,,,,,,,,,,,97,
28654,T4,raid_drop,,Malefic Girdle,inv_belt_03,Waist,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28654,,,27,26,37,37,,,,,,,,21,,,,,,,,,,,,,,,,,,109,
28655,T4,raid_drop,,Cord of Nature's Sustenance,inv_belt_22,Waist,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28655,,,24,30,64,22,,,,,,,,,,,16,,,,,,,,,,,,,,,205,
28656,T4,raid_drop,,Girdle of the Prowler,inv_belt_22,Waist,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28656,,25,21,22,,,,,,,,,,,,,,48,48,,17,,,,,,,,,,,457,
28657,T4,raid_drop,,Fool's Bane,inv_weapon_shortblade_44,Weapon,,Main Hand,Mace,,,,,Yellow,stamina=3,159,296,2.6,https://www.wowhead.com/tbc/item=28657,,,,,,,,,,,,,,,,,,30,30,,,24,,,,,,,,,,,
28658,T4,raid_drop,,Terestian's Stranglestaff,inv_staff_55,Weapon,,Two Hand,Staff,,,,,,,133,270,3,https://www.wowhead.com/tbc/item=28658,38,37,48,,,,,,,,,,,,,,,,,829,25,,,,,,,,,,,,
28659,T4,raid_drop,,Xavian Stiletto,inv_weapon_shortblade_35,Ranged,,,,4,,,,,,88,133,1.4,https://www.wowhead.com/tbc/item=28659,,,,,,,,,,,,,,,,,,,,,12,20,,,,,,,,,,,
28660,T4,raid_drop,,Gilded Thorium Cloak,inv_misc_cape_20,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28660,,,30,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,97,288
28661,T4,raid_drop,,Mender's Heart-Ring,inv_jewelry_ring_36,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28661,,,18,21,44,15,,,,,,,,,,,19,,,,,,,,,,,,,,,,
28662,T4,raid_drop,,Breastplate of the Lightbinder,inv_chest_plate03,Chest,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28662,,,28,40,88,30,,,,,,,,,,,,,,,,,,,,,,,,,,1450,
28663,T4,raid_drop,,Boots of the Incorrupt,inv_boots_fabric_01,Feet,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28663,,,24,24,57,19,,,,,,,,,,,23,,,,,,,,,,,,,,,134,
28666,T4,raid_drop,,Pauldrons of the Justice-Seeker,inv_shoulder_35,Shoulder,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28666,,,23,26,57,19,,,,,,,,22,,,,,,,,,,,,,,,,,,1087,
28669,T4,raid_drop,,Rapscallion Boots,inv_boots_plate_06,Feet,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28669,,,26,,,,,,,,,,,,,,,82,82,,,24,,,,,,,,,,250,
28670,T4,raid_drop,,Boots of the Infernal Coven,inv_boots_05,Feet,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28670,,,27,27,34,34,,,,,,,,,,,23,,,,,,,,,,,,,,,134,
28671,T4,raid_drop,,Steelspine Faceguard,inv_helmet_05,Head,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28671,,36,34,34,,,,,,,,,,,,,,62,62,,,,,,,,,,,,,659,
28672,T4,raid_drop,,Drape of the Dark Reavers,inv_misc_cape_10,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28672,,24,21,,,,,,,,,,,,,,,34,34,,17,,,,,,,,,,,97,
28673,T4,raid_drop,,Tirisfal Wand of Ascendancy,inv_wand_21,Ranged,,,,5,,,,,,169,314,1.5,https://www.wowhead.com/tbc/item=28673,,,10,9,15,15,,,,,,,11,,,,,,,,,,,,,,,,,,,,
28674,T4,raid_drop,,Saberclaw Talisman,inv_jewelry_necklace_34,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28674,,21,33,,,,,,,,,,,,,,,46,46,,,,,,,,,,,,,,
28675,T4,raid_drop,,Shermanar Great-Ring,inv_jewelry_ring_19,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28675,,,36,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,223
28726,T4,raid_drop,,Mantle of the Mind Flayer,inv_shoulder_25,Shoulder,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28726,,,33,29,35,35,,,,,,,,,,23,,,,,,,,,,,,,,,,146,
28727,T4,raid_drop,,Pendant of the Violet Eye,inv_trinket_naxxramas02,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=28727,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28728,T4,raid_drop,,Aran's Soothing Sapphire,inv_misc_gem_sapphire_02,Weapon,,Off Hand,Off Hand,,,,,,,,,,https://www.wowhead.com/tbc/item=28728,,,,22,51,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
28729,T4,raid_drop,,Spiteblade,inv_sword_74,Weapon,,One Hand,Sword,,,,,,,165,308,2.7,https://www.wowhead.com/tbc/item=28729,,14,16,,,,,,,,,,,,,,,46,46,,,,,,,,,,,,,,
28730,T4,raid_drop,,Mithril Band of the Unscarred,inv_jewelry_ring_24,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28730,26,,24,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,
28731,T4,raid_drop,,Shining Chain of the Afterworld,inv_jewelry_necklace_32,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28731,,,18,21,46,16,,,,,,,,,,,19,,,,,,,,,,,,,,,,
28732,T4,raid_drop,,Cowl of Defiance,inv_helmet_58,Head,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28732,,34,33,,,,,,,,,,,,,,,100,100,,24,,,,,,,,,,,296,
28733,T4,raid_drop,,Girdle of Truth,inv_belt_22,Waist,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28733,,,28,29,66,22,,,,,,,,,,,,,,,,,,,,,,,,,,816,
28734,T4,raid_drop,,Jewel of Infinite Possibilities,inv_misc_gem_ebondraenite_02,Weapon,,Off Hand,Off Hand,,,,,,,,,,https://www.wowhead.com/tbc/item=28734,,,19,18,23,23,,,,,,,21,,,,,,,,,,,,,,,,,,,,
28735,T4,raid_drop,,Earthblood Chestguard,inv_chest_plate08,Chest,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28735,,,40,41,86,29,,,,,,,,,,,,,,,,,,,,,,,,,,812,
28740,T4,raid_drop,,Rip-Flayer Leggings,inv_pants_plate_02,Legs,Mail,,,,,,,Red|Yellow|Blue,stamina=6,,,,https://www.wowhead.com/tbc/item=28740,,,18,30,,,,,,,,,,,,,,56,56,,,28,,,,,,,,,,710,
28741,T4,raid_drop,,Skulker's Greaves,inv_pants_leather_13,Legs,Leather,,,,,,,Red|Red|Blue,dodge=4,,,,https://www.wowhead.com/tbc/item=28741,,32,28,,,,,,,,,,,,,,,64,64,,28,,,,,,,,,,,319,
28742,T4,raid_drop,,Pantaloons of Repentance,inv_pants_cloth_13,Legs,Cloth,,,,,,,Red|Blue|Blue,spirit=4,,,,https://www.wowhead.com/tbc/item=28742,,,27,34,68,23,,,,,,,,,,,26,,,,,,,,,,,,,,,170,
28743,T4,raid_drop,,Mantle of Abrahmis,inv_shoulder_29,Shoulder,Plate,,,,,,,Red|Yellow,dodge=3,,,,https://www.wowhead.com/tbc/item=28743,21,,43,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,1087,
28744,T4,raid_drop,,Uni-Mind Headdress,inv_helmet_53,Head,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28744,,,31,40,46,46,,,,,,,19,25,,,,,,,,,,,,,,,,,,158,
28745,T4,raid_drop,,Mithril Chain of Heroism,inv_jewelry_necklace_06,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28745,28,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28746,T4,raid_drop,,Fiend Slayer Boots,inv_boots_chain_05,Feet,Mail,,,,,,,Red|Blue,agility=3,,,,https://www.wowhead.com/tbc/item=28746,,26,24,16,,,,,,,,,,,,,,34,34,,17,,,,,,,,,,,558,
28747,T4,raid_drop,,Battlescar Boots,inv_boots_plate_06,Feet,Plate,,,,,,,Red|Blue,parry=3,,,,https://www.wowhead.com/tbc/item=28747,18,,28,,,,,,,,,,,,,,,,,,,,,,,23,,,,21,,997,
28748,T4,raid_drop,,Legplates of the Innocent,inv_pants_plate_18,Legs,Plate,,,,,,,Yellow|Blue|Blue,intellect=4,,,,https://www.wowhead.com/tbc/item=28748,,,24,32,66,22,,,,,,,,21,,,,,,,,,,,,,,,,,,1269,
28749,T4,raid_drop,,King's Defender,inv_sword_74,Weapon,,One Hand,Sword,,,,,,,98,182,1.6,https://www.wowhead.com/tbc/item=28749,,,28,,,,,,,,,,,,,,,,,,17,,,,,13,,,,,,182,
28750,T4,raid_drop,,Girdle of Treachery,inv_belt_26,Waist,Leather,,,,,,,Red|Red,agility=3,,,,https://www.wowhead.com/tbc/item=28750,,18,37,,,,,,,,,,,,,,,58,58,,,,,,,,,,,,,205,
28751,T4,raid_drop,,Heart-Flame Leggings,inv_pants_mail_15,Legs,Mail,,,,,,,Blue|Blue|Yellow,intellect=4,,,,https://www.wowhead.com/tbc/item=28751,,,36,33,90,30,,,,,,,,,,,,,,,,,,,,,,,,,,710,
28752,T4,raid_drop,,Forestlord Striders,inv_boots_chain_05,Feet,Leather,,,,,,,Blue|Blue,healing_power=7|spell_damage=3,,,,https://www.wowhead.com/tbc/item=28752,,,24,27,55,19,,,,,,,,,,,16,,,,,,,,,,,,,,,250,
28753,T4,raid_drop,,Ring of Recurrence,inv_jewelry_ring_15,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28753,,,15,15,32,32,,,,,,,,19,,,,,,,,,,,,,,,,,,,
28754,T4,raid_drop,,Triptych Shield of the Ancients,inv_shield_31,Weapon,,Off Hand,Shield,,,,,,,,,,https://www.wowhead.com/tbc/item=28754,,,24,21,42,14,,,,,,,,,,,,,,,,,,,,,,122,,,,4872,
28755,T4,raid_drop,,Bladed Shoulderpads of the Merciless,inv_shoulder_29,Shoulder,Leather,,,,,,,Yellow|Yellow,melee_hit=3,,,,https://www.wowhead.com/tbc/item=28755,,,30,,,,,,,,,,,,,,,58,58,,13,21,,,,,,,,,,273,
28756,T4,raid_drop,,Headdress of the High Potentate,inv_crown_01,Head,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28756,,,37,38,81,27,,,,,,,,,,,32,,,,,,,,,,,,,,,158,
28757,T4,raid_drop,,Ring of a Thousand Marks,inv_jewelry_ring_ahnqiraj_05,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28757,,,21,,,,,,,,,,,,,,,44,44,,19,23,,,,,,,,,,,
28762,T4,raid_drop,,Adornment of Stolen Souls,inv_jewelry_necklace_29naxxramas,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28762,,,18,20,28,28,,,,,,,,23,,,,,,,,,,,,,,,,,,,
28763,T4,raid_drop,,Jade Ring of the Everliving,inv_jewelry_ring_08,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28763,,,,,68,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
28764,T4,raid_drop,,Farstrider Wildercloak,inv_misc_cape_17,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28764,,,36,,,,,,,,,,,,,,,70,70,,,,,,,,,,,,,105,
28765,T4,raid_drop,,Stainless Cloak of the Pure Hearted,inv_misc_cape_06,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28765,,,22,23,53,18,,,,,,,,,,,,,,,,,,,,,,,,,,105,
28766,T4,raid_drop,,Ruby Drape of the Mysticant,inv_misc_cape_18,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28766,,,22,21,30,30,,,,,,,18,,,,,,,,,,,,,,,,,,,105,
28767,T4,raid_drop,,The Decapitator,inv_axe_66,Weapon,,Main Hand,Axe,,,,yes,,,167,312,2.6,https://www.wowhead.com/tbc/item=28767,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,
28768,T4,raid_drop,,Malchazeen,inv_weapon_shortblade_40,Weapon,,One Hand,Dagger,,,,,,,132,199,1.8,https://www.wowhead.com/tbc/item=28768,,,16,,,,,,,,,,,,,,,50,50,,15,,,,,,,,,,,,
28770,T4,raid_drop,,Nathrezim Mindblade,inv_weapon_shortblade_41,Weapon,,Main Hand,Dagger,,,,,,,24,124,1.8,https://www.wowhead.com/tbc/item=28770,,,18,18,203,203,,,,,,,,23,,,,,,,,,,,,,,,,,,,
28771,T4,raid_drop,,Light's Justice,inv_mace_46,Weapon,,Main Hand,Mace,,,,,,,24,124,1.8,https://www.wowhead.com/tbc/item=28771,,,16,21,382,128,,,,,,,,,,,20,,,,,,,,,,,,,,,,
28772,T4,raid_drop,,Sunfury Bow of the Phoenix,inv_weapon_bow_18,Ranged,,,,1,,,,,,169,314,2.9,https://www.wowhead.com/tbc/item=28772,,19,,,,,,,,,,,,,,,,34,34,,,,,,,,,,,,,,
28773,T4,raid_drop,,Gorehowl,inv_axe_60,Weapon,,Two Hand,Axe,,,,,,,345,518,3.6,https://www.wowhead.com/tbc/item=28773,49,43,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28774,T4,raid_drop,,Glaive of the Pit,inv_weapon_halberd16,Weapon,,Two Hand,Polearm,,,,yes,Red|Red|Red,melee_crit=4,354,532,3.7,https://www.wowhead.com/tbc/item=28774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28775,T4,raid_drop,,Thundering Greathelm,inv_helmet_58,Head,Plate,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28775,50,43,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276,
28776,T4,raid_drop,,Liar's Tongue Gloves,inv_gauntlets_19,Hands,Leather,,,,,,,Blue|Blue,melee_crit=3,,,,https://www.wowhead.com/tbc/item=28776,,,31,,,,,,,,,,,,,,,72,72,,,26,,,,,,,,,,247,
28777,T4,raid_drop,,Cloak of the Pit Stalker,inv_misc_cape_14,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28777,,,28,,,,,,,,,,,,,,,56,56,,,24,,,,,,,,,,105,
28778,T4,raid_drop,,Terror Pit Girdle,inv_belt_20,Waist,Mail,,,,,,,Blue|Red,stamina=4,,,,https://www.wowhead.com/tbc/item=28778,,,18,22,,,,,,,,,,,,,,44,44,,,21,,,,,,,,,,495,
28779,T4,raid_drop,,Girdle of the Endless Pit,inv_belt_22,Waist,Plate,,,,,,,Red|Blue,melee_crit=3,,,,https://www.wowhead.com/tbc/item=28779,34,,30,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,884,
28780,T4,raid_drop,,Soul-Eater's Handwraps,inv_gauntlets_15,Hands,Cloth,,,,,,,Yellow|Blue,healing_power=4|spell_damage=4,,,,https://www.wowhead.com/tbc/item=28780,,,31,24,36,36,,,,,,,,21,,,,,,,,,,,,,,,,,,132,
28781,T4,raid_drop,,Karaborian Talisman,inv_offhand_draenei_a_01,Weapon,,Off Hand,Off Hand,,,,,,,,,,https://www.wowhead.com/tbc/item=28781,,,23,23,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
28782,T4,raid_drop,,Crystalheart Pulse-Staff,inv_staff_53,Weapon,,Two Hand,Staff,,,,,,,144,298,3.2,https://www.wowhead.com/tbc/item=28782,,,51,50,382,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
28783,T4,raid_drop,,Eredar Wand of Obliteration,inv_wand_20,Ranged,,,,5,,,,,,177,330,1.5,https://www.wowhead.com/tbc/item=28783,,,10,11,16,16,,,,,,,,14,,,,,,,,,,,,,,,,,,,
28785,T4,raid_drop,,The Lightning Capacitor,inv_trinket_naxxramas06,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=28785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28789,T4,raid_drop,,Eye of Magtheridon,inv_elemental_mote_life01,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=28789,,,,,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
28790,,drop,,Naaru Lightwarden's Band,inv_jewelry_ring_70,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28790,,,21,25,55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
28791,,drop,,Ring of the Recalcitrant,inv_jewelry_ring_71,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28791,,24,27,,,,,,,,,,,,,,,54,54,,,,,,,,,,,,,,
28793,,drop,,Band of Crimson Fury,inv_jewelry_ring_65,Finger,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28793,,,22,22,28,28,,,,,,,16,,,,,,,,,,,,,,,,,,,,
28794,T4,raid_drop,,Axe of the Gronn Lords,inv_axe_64,Weapon,,Two Hand,Axe,,,,,,,345,518,3.6,https://www.wowhead.com/tbc/item=28794,,,66,,,,,,,,,,,,,,,124,124,,,,,,,,,,,,,,
28795,T4,raid_drop,,Bladespire Warbands,inv_bracer_15,Wrist,Plate,,,,,,,Blue|Red,strength=3,,,,https://www.wowhead.com/tbc/item=28795,20,,16,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,687,
28796,T4,raid_drop,,Malefic Mask of the Shadows,inv_helmet_58,Head,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28796,,,45,,,,,,,,,,,,,,,84,84,,31,42,,,,,,,,,,321,
28797,T4,raid_drop,,Brute Cloak of the Ogre-Magi,inv_misc_cape_16,Back,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28797,,,18,20,28,28,,,,,,,,23,,,,,,,,,,,,,,,,,,105,
28799,T4,raid_drop,,Belt of Divine Inspiration,inv_belt_03,Waist,Cloth,,,,,,,Yellow|Blue,healing_power=4|spell_damage=4,,,,https://www.wowhead.com/tbc/item=28799,,,27,26,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,118,
28800,T4,raid_drop,,Hammer of the Naaru,inv_hammer_28,Weapon,,Two Hand,Mace,,,,,Red|Red|Blue,intellect=4,345,518,3.6,https://www.wowhead.com/tbc/item=28800,44,,41,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28801,T4,raid_drop,,Maulgar's Warhelm,inv_helmet_23,Head,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28801,,,43,31,,,,,,,,,,,,,,86,86,,,42,,,,,,,,,,715,
28802,T4,raid_drop,,Bloodmaw Magus-Blade,inv_sword_65,Weapon,,Main Hand,Sword,,,,,,,36,136,1.8,https://www.wowhead.com/tbc/item=28802,,,16,15,203,203,,,,,,,,25,,,,,,,,,,,,,,,,,,,
28803,T4,raid_drop,,Cowl of Nature's Breath,inv_helmet_15,Head,Leather,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28803,,,34,42,92,31,,,,,,,,,,,34,,,,,,,,,,,,,,,321,
28804,T4,raid_drop,,Collar of Cho'gall,inv_helmet_27,Head,Cloth,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28804,,,42,36,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,171,
28810,T4,raid_drop,,Windshear Boots,inv_boots_chain_05,Feet,Mail,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28810,,,37,32,39,39,,,,,,,18,,,,,,,,,,,,,,,,,,,605,
28822,T4,raid_drop,,Teeth of Gruul,inv_misc_bone_09,Neck,,,,,,,,,,,,,https://www.wowhead.com/tbc/item=28822,,,,21,46,16,,,,,,,,,,,19,,,,,,,,,,,,,,,,
28823,T4,raid_drop,,Eye of Gruul,spell_shadow_unholyfrenzy,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=28823,,,,,44,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
28824,T4,raid_drop,,Gauntlets of Martial Perfection,inv_gauntlets_31,Hands,Plate,,,,,,,Blue|Yellow,strength=3,,,,https://www.wowhead.com/tbc/item=28824,36,,34,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,982,
28825,T4,raid_drop,,Aldori Legacy Defender,inv_shield_30,Weapon,,Off Hand,Shield,,,,,Blue,defense=2,,,,https://www.wowhead.com/tbc/item=28825,,,39,,,,,,,,,,,,,,,,,,15,,,,,19,,137,,,,5279,
28826,T4,raid_drop,,Shuriken of Negation,inv_misc_ahnqirajtrinket_03,Ranged,,,,4,,,,,,79,120,1.2,https://www.wowhead.com/tbc/item=28826,,,19,,,,,,,,,,,,,,,42,42,,,,,,,,,,,,,,
28827,T4,raid_drop,,Gauntlets of the Dragonslayer,inv_gauntlets_25,Hands,Mail,,,,,,,Red|Red,intellect=3,,,,https://www.wowhead.com/tbc/item=28827,,24,27,27,,,,,,,,,,,,,,48,48,,,,,,,,,,,,,550,
28828,T4,raid_drop,,Gronn-Stitched Girdle,inv_belt_26,Waist,Leather,,,,,,,Blue|Yellow,melee_crit=3,,,,https://www.wowhead.com/tbc/item=28828,,,27,,,,,,,,,,,,,,,72,72,,,25,,,,,,,,,,222,
28830,T4,raid_drop,,Dragonspine Trophy,inv_misc_bone_03,Trinket,,,,,,,yes,,,,,,https://www.wowhead.com/tbc/item=28830,,,,,,,,,,,,,,,,,,40,40,,,,,,,,,,,,,,
28919,,drop,,High Warlord's Maul,inv_hammer_04,Weapon,,Two Hand,Mace,,,,,,,159,294,3.6,https://www.wowhead.com/tbc/item=28919,28,,42,,,,,,,,,,,,,,,,,539,18,28,,,,,,,,,19,,
28931,,drop,,High Warlord's Spellblade,inv_weapon_shortblade_26,Weapon,,Main Hand,Dagger,,,,,,,31,101,1.6,https://www.wowhead.com/tbc/item=28931,,,18,13,121,121,,,,,,,13,,,,,,,,,,,,,,,,,,13,,
28935,,drop,,High Warlord's War Staff,inv_misc_bone_elfskull_01,Weapon,,Two Hand,Staff,,,,,,,133,245,3,https://www.wowhead.com/tbc/item=28935,,,40,30,121,121,,,,,,,20,30,,,,,,,,,,,,,,,,,20,,
28948,,drop,,Grand Marshal's Maul,inv_hammer_04,Weapon,,Two Hand,Mace,,,,,,,159,294,3.6,https://www.wowhead.com/tbc/item=28948,28,,42,,,,,,,,,,,,,,,,,539,18,28,,,,,,,,,19,,
28959,,drop,,Grand Marshal's War Staff,inv_staff_07,Weapon,,Two Hand,Staff,,,,,,,133,245,3,https://www.wowhead.com/tbc/item=28959,,,40,30,121,121,,,,,,,20,30,,,,,,,,,,,,,,,,,20,,
28963,T4,tier_vendor,,Voidheart Crown,inv_crown_01,Head,Cloth,,,,Voidheart Raiment,Warlock,,Meta|Red,spell_hit=4,,,,https://www.wowhead.com/tbc/item=28963,,,39,36,40,40,,,,,,,,19,,,,,,,,,,,,,,,,,,164,
28964,T4,tier_vendor,,Voidheart Robe,inv_chest_cloth_43,Chest,Cloth,,,,Voidheart Raiment,Warlock,,Yellow|Yellow|Red,stamina=6,,,,https://www.wowhead.com/tbc/item=28964,,,42,33,42,42,,,,,,,13,,,,,,,,,,,,,,,,,,,202,
28966,T4,tier_vendor,,Voidheart Leggings,inv_pants_cloth_05,Legs,Cloth,,,,Voidheart Raiment,Warlock,,,,,,,https://www.wowhead.com/tbc/item=28966,,,42,38,49,49,,,,,,,17,25,,,,,,,,,,,,,,,,,,177,
28967,T4,tier_vendor,,Voidheart Mantle,inv_shoulder_25,Shoulder,Cloth,,,,Voidheart Raiment,Warlock,,Blue|Yellow,healing_power=4|spell_damage=4,,,,https://www.wowhead.com/tbc/item=28967,,,26,22,37,37,,,,,,,14,,,,,,,,,,,,,,,,,,,152,
28968,T4,tier_vendor,,Voidheart Gloves,inv_gauntlets_17,Hands,Cloth,,,,Voidheart Raiment,Warlock,,,,,,,https://www.wowhead.com/tbc/item=28968,,,34,28,35,35,,,,,,,,22,,,,,,,,,,,,,,,,,,126,
28978,,drop,,Marshal's Dragonhide Bracers,inv_bracer_07,Wrist,Leather,,,,,Rogue|Druid,,Red,resilience=2,,,,https://www.wowhead.com/tbc/item=28978,16,13,22,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,11,157,56
28984,,drop,,Marshal's Lamellar Bracers,inv_bracer_19,Wrist,Plate,,,,,Warrior|Paladin,,Yellow,resilience=2,,,,https://www.wowhead.com/tbc/item=28984,,,22,12,20,20,,,,,,,,14,,,,,,,,,,,,,,,,,13,624,
28986,,drop,,Marshal's Leather Belt,inv_belt_17,Waist,Leather,,,,,Rogue|Druid,,,,,,,https://www.wowhead.com/tbc/item=28986,,27,39,,,,,,,,,,,,,,,30,30,,,15,,,,,,,,,26,219,
28988,,drop,,Marshal's Leather Bracers,inv_bracer_07,Wrist,Leather,,,,,Rogue|Druid,,Yellow,resilience=2,,,,https://www.wowhead.com/tbc/item=28988,,19,25,,,,,,,,,,,,,,,16,16,,,7,,,,,,,,,13,157,
28996,,drop,,Marshal's Plate Bracers,inv_bracer_19,Wrist,Plate,,,,,Warrior|Paladin,,Yellow,resilience=2,,,,https://www.wowhead.com/tbc/item=28996,19,,25,,,,,,,,,,,,,,,,,,,14,,,,,,,,,14,624,
29002,,drop,,Marshal's Silk Cuffs,inv_bracer_07,Wrist,Cloth,,,,,Priest|Mage|Warlock,,Yellow,healing_power=2|spell_damage=2,,,,https://www.wowhead.com/tbc/item=29002,,,22,17,20,20,,,,,,,,12,,,,,,,,,,,,,,,,,11,84,
29011,T4,tier_vendor,,Warbringer Greathelm,inv_helmet_58,Head,Plate,,,,Warbringer Armor,Warrior,,Meta|Yellow,block_rating=4,,,,https://www.wowhead.com/tbc/item=29011,15,17,53,,,,,,,,,,,,,,,,,,,,,,,24,19,39,,,,1227,
29012,T4,tier_vendor,,Warbringer Chestguard,inv_chest_plate02,Chest,Plate,,,,Warbringer Armor,Warrior,,Yellow|Yellow|Red,dodge=4,,,,https://www.wowhead.com/tbc/item=29012,16,17,48,,,,,,,,,,,,,,,,,,,,,,,22,23,45,,,,1510,
29015,T4,tier_vendor,,Warbringer Legguards,inv_pants_plate_05,Legs,Plate,,,,Warbringer Armor,Warrior,,,,,,,https://www.wowhead.com/tbc/item=29015,24,24,55,,,,,,,,,,,,,,,,,,,,,,,33,,,35,,,1322,
29016,T4,tier_vendor,,Warbringer Shoulderguards,inv_shoulder_29,Shoulder,Plate,,,,Warbringer Armor,Warrior,,Red|Yellow,defense=3,,,,https://www.wowhead.com/tbc/item=29016,14,15,38,,,,,,,,,,,,,,,,,,,,,,,17,,,26,,,1133,
